StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
2023-12-11 16:48:59,2023-12-11 17:15:01,0,1,1561,0,2023-12-18 17:20:21,R_ahHkodCRqjwo4mZ,anonymous,DE,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19 13:04:52,2023-12-19 13:56:46,0,100,3114,1,2023-12-19 13:56:47,R_1EXqU0sLs973dvo,anonymous,DE,3,3,1,IN29CH9,3,3,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","2,3","2,3","1,4",3,7,3,-99,3,4,7,7,7,7,4,7,5,5,7,3,1,1,2,24,1,6,4,-99,1,Phillips Hue,1,3,1,4,7,5,4,1,6,7,7,5,6,6,6,1,3,2,2,1,5,4,5,3,4,4,5,1,-99,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know9|test_know8|test_know2|test_know10|test_know11|test_know6|test_know5|test_know4|test_know1|test_know7,se_intro1|se_test1|se_test2|se_intro2|se11|se4|se6|se1|se10|se2|se5|ac3|se7|se8|se9|se3|se12,gender|ac1|age|employ|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust8|sys_trust11|sys_trust2|sys_trust3|sys_trust4|sys_trust1|sys_trust10|sys_trust9|sys_trust5|sys_trust7|sys_trust6|sys_trust12,sym_trust_into|symb_trust2|symb_trust3|symb_trust5|symb_trust1|symb_trust4,sa_intro|sa2|sa6|sa3|ac2|sa1|sa5|sa4
2023-12-19 13:04:18,2023-12-19 13:59:04,0,100,3285,1,2023-12-19 13:59:05,R_5YsQyfT8K7fNFUg,anonymous,DE,3,5,1,au12ck0,1,1,"1,3","3,4",4,1,"1,2",2,"1,4","1,3",3,"1,4","3,4",7,1,-99,6,7,7,1,3,5,2,5,1,6,6,4,1,1,2,23,1,6,4,-99,1,Amazon Echo Dot,2,3,2,1,4,2,4,3,2,6,5,2,2,5,3,2,2,2,3,3,3,2,1,2,3,1,5,1,-99,1,-99,,,,Demographie|FL_17,SafetyAttitude|TestedKnowledge|PerceivedKnowledge|SystemTrust|SymbolTrust|Self-Efficacy,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know7|test_know5|test_know10|test_know6|test_know4|test_know9|test_know8|test_know1|test_know2|test_know11,se_intro1|se_test1|se_test2|se_intro2|se2|se7|ac3|se11|se9|se3|se6|se12|se8|se4|se10|se5|se1,ac1|employ|age|edu|gender|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust11|sys_trust7|sys_trust5|sys_trust6|sys_trust3|sys_trust1|sys_trust8|sys_trust9|sys_trust4|sys_trust2|sys_trust10|sys_trust12,sym_trust_into|symb_trust3|symb_trust5|symb_trust4|symb_trust1|symb_trust2,sa_intro|sa4|sa3|ac2|sa2|sa1|sa5|sa6
2023-12-19 13:59:07,2023-12-19 14:52:39,0,100,3211,1,2023-12-19 14:52:40,R_62eG3n85WexDDQR,anonymous,DE,3,5,1,ER08EN9,1,2,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,2,3","1,2,3","1,4","3,4",7,3,-99,4,4,7,6,6,5,3,7,3,7,2,5,1,1,1,23,1,6,4,-99,1,Staubsauger-Roboter Huawei S6MaxV,2,3,1,2,4,6,5,3,3,7,7,5,6,3,6,1,3,2,3,1,1,3,4,1,2,2,5,1,-99,1,-99,,,,FL_17|Demographie,SystemTrust|PerceivedKnowledge|TestedKnowledge|Self-Efficacy|SymbolTrust|SafetyAttitude,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know2|test_know6|test_know11|test_know7|test_know9|test_know1|test_know8|test_know10|test_know5|test_know4,se_intro1|se_test1|se_test2|se_intro2|se6|se10|se4|se1|se5|se7|se3|se11|se8|se2|se9|se12|ac3,ac1|age|employ|gender|edu|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust5|sys_trust3|sys_trust7|sys_trust12|sys_trust1|sys_trust11|sys_trust9|sys_trust8|sys_trust2|sys_trust10|sys_trust4,sym_trust_into|symb_trust1|symb_trust2|symb_trust3|symb_trust4|symb_trust5,sa_intro|ac2|sa2|sa6|sa3|sa4|sa1|sa5
2023-12-20 11:45:52,2023-12-20 13:38:59,0,100,6786,1,2023-12-20 13:39:00,R_7YmI04uGDAZDHnB,anonymous,DE,3,3,1,EN01UN4,2,2,"1,2",3,4,"1,4","1,2",4,3,"1,3","1,2,3","1,2,4",2,7,1,-99,1,4,6,1,7,3,4,2,3,1,4,5,1,1,2,29,1,7,4,-99,1,"Amazon Echo, Blink Sicherheitskamera",2,3,2,5,6,4,3,2,5,6,5,4,3,4,3,2,1,1,1,1,4,4,3,4,4,3,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know5|test_know9|test_know10|test_know1|test_know8|test_know3|test_know4|test_know11|test_know2|test_know6,se_intro1|se_test1|se_test2|se_intro2|se9|se10|se1|ac3|se4|se12|se2|se6|se7|se8|se3|se11|se5,gender|age|employ|ac1|edu|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust2|sys_trust1|sys_trust11|sys_trust12|sys_trust10|sys_trust4|sys_trust3|sys_trust8|sys_trust5|sys_trust6|sys_trust9,sym_trust_into|symb_trust1|symb_trust2|symb_trust5|symb_trust3|symb_trust4,sa_intro|sa1|sa5|ac2|sa6|sa4|sa3|sa2
2023-12-20 12:49:12,2023-12-20 13:44:24,0,100,3312,1,2023-12-20 13:44:25,R_1kG31hK0PVS3LaQ,anonymous,DE,3,3,1,EN22LM5,3,2,"1,2,3","3,4",4,"1,2,3","1,2,4",2,"1,4","1,3","1,3","1,3,4",3,7,3,-99,5,7,6,1,3,5,2,5,1,7,6,6,1,1,2,18,1,6,4,-99,1,"Google Home (JBL Box), Sicherheitskamera",2,3,1,5,6,4,6,5,5,5,7,6,5,2,7,4,4,2,1,1,4,3,4,1,2,3,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know5|test_know7|test_know8|test_know6|test_know3|test_know2|test_know10|test_know9|test_know1|test_know11|test_know4,se_intro1|se_test1|se_test2|se_intro2|ac3|se3|se2|se9|se8|se1|se10|se12|se7|se4|se11|se5|se6,employ|ac1|age|gender|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust10|sys_trust5|sys_trust7|sys_trust9|sys_trust6|sys_trust11|sys_trust3|sys_trust2|sys_trust12|sys_trust8|sys_trust4|sys_trust1,sym_trust_into|symb_trust3|symb_trust5|symb_trust4|symb_trust2|symb_trust1,sa_intro|sa2|sa5|sa1|ac2|sa4|sa6|sa3
2023-12-13 13:17:41,2023-12-14 10:54:57,0,1,77836,0,2023-12-21 10:55:00,R_2c1tk1geiJgUrTQ,anonymous,DE,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21 11:51:50,2023-12-21 12:37:29,0,100,2739,1,2023-12-21 12:37:30,R_8XTSYproO484mQN,anonymous,DE,3,4,1,AR06EN9,2,2,"1,2,3","3,4","1,4","1,3","1,2",2,"2,4",1,"1,3",1,"2,4",7,4,-99,5,6,7,4,5,5,4,6,5,7,7,4,1,1,2,24,1,6,2,-99,1,"Echo, Hue",1,3,2,7,6,6,7,1,7,6,7,6,7,5,7,5,5,5,5,5,4,4,5,2,4,3,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know9|test_know4|test_know2|test_know1|test_know3|test_know5|test_know7|test_know6|test_know10|test_know11|test_know8,se_intro1|se_test1|se_test2|se_intro2|ac3|se11|se6|se7|se2|se3|se1|se12|se10|se5|se8|se4|se9,age|edu|gender|employ|ac1|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust10|sys_trust6|sys_trust5|sys_trust1|sys_trust4|sys_trust2|sys_trust7|sys_trust11|sys_trust3|sys_trust12|sys_trust9|sys_trust8,sym_trust_into|symb_trust5|symb_trust1|symb_trust2|symb_trust3|symb_trust4,sa_intro|sa4|sa2|sa3|sa5|sa1|sa6|ac2
2023-12-14 17:15:56,2023-12-14 17:35:36,0,52,1179,0,2023-12-21 17:35:37,R_2upnETRrF9QWny7,anonymous,DE,3,5,1,NN20EN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demographie|FL_17,,,,,edu|employ|age|ac1|gender|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,,,
2023-12-14 10:54:58,2023-12-15 13:39:03,0,1,96245,0,2023-12-22 13:39:06,R_5PUhEyCOIE9D4Bn,anonymous,DE,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-22 13:51:46,2023-12-22 15:16:00,0,100,5054,1,2023-12-22 15:16:01,R_2DG3eNdiW9eutsz,anonymous,DE,3,5,1,ER18TE4,2,3,"1,2,3","3,4",4,"1,4","1,2,4",1,"1,4","1,3","1,2,3","1,4",3,7,3,-99,7,4,7,7,7,5,5,6,2,2,7,7,1,1,2,29,1,6,4,-99,2,-99,2,3,2,5,6,3,3,1,6,4,7,6,6,4,7,5,6,2,5,4,4,3,2,3,4,3,5,1,-99,1,-99,,,,FL_17|Demographie,TestedKnowledge|Self-Efficacy|SystemTrust|SafetyAttitude|PerceivedKnowledge|SymbolTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know9|test_know11|test_know6|test_know2|test_know5|test_know8|test_know3|test_know1|test_know7|test_know4|test_know10,se_intro1|se_test1|se_test2|se_intro2|se11|se12|se5|se1|se3|se7|se6|ac3|se4|se10|se2|se9|se8,employ|edu|age|gender|ac1|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust4|sys_trust7|sys_trust6|sys_trust10|sys_trust11|sys_trust5|sys_trust8|sys_trust12|sys_trust1|sys_trust9|sys_trust2|sys_trust3,sym_trust_into|symb_trust5|symb_trust3|symb_trust1|symb_trust4|symb_trust2,sa_intro|sa3|ac2|sa6|sa5|sa1|sa2|sa4
2023-12-20 13:39:23,2023-12-21 11:51:44,0,1,79941,0,2023-12-28 11:51:47,R_7uRtO13EoSDhQY1,anonymous,DE,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-09 09:56:50,2024-01-09 10:57:46,0,100,3655,1,2024-01-09 10:57:47,R_6kHRQT0HjPoKzah,anonymous,DE,3,3,1,IC11RG6,2,2,"1,2,3","3,4",4,1,"1,2,4",2,"1,4","1,2,3","2,3","1,2,4","3,4",7,2,-99,4,5,6,4,5,4,4,2,3,7,6,6,1,1,2,27,1,7,4,-99,2,-99,2,1,1,1,6,5,2,1,1,3,5,5,4,1,6,2,1,6,1,1,2,3,3,2,3,3,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know10|test_know3|test_know1|test_know11|test_know4|test_know7|test_know5|test_know9|test_know6|test_know2|test_know8,se_intro1|se_test1|se_test2|se_intro2|se7|ac3|se12|se10|se6|se5|se4|se3|se8|se2|se9|se1|se11,gender|edu|employ|ac1|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust4|sys_trust10|sys_trust6|sys_trust7|sys_trust3|sys_trust8|sys_trust11|sys_trust1|sys_trust2|sys_trust9|sys_trust12|sys_trust5,sym_trust_into|symb_trust2|symb_trust1|symb_trust4|symb_trust5|symb_trust3,sa_intro|sa6|sa2|sa5|sa3|ac2|sa4|sa1
2024-01-09 09:57:18,2024-01-09 10:59:43,0,100,3744,1,2024-01-09 10:59:43,R_3FfVJs5L36zRN1N,anonymous,DE,3,3,1,EA16EN1,1,1,"1,3","3,4",4,1,"1,2","2,3",4,"1,3","1,2,3","1,4",3,7,1,-99,4,5,4,3,2,2,4,3,3,4,4,6,1,1,2,22,1,7,4,-99,1,"Amazon Echo/Alexa ",2,3,2,3,3,2,6,4,2,5,3,4,3,4,4,3,4,4,4,4,1,3,4,1,3,3,5,1,-99,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know5|test_know10|test_know4|test_know1|test_know3|test_know7|test_know11|test_know6|test_know2|test_know8|test_know9,se_intro1|se_test1|se_test2|se_intro2|se3|se7|se6|se9|se4|se2|se5|se12|se8|se10|se1|se11|ac3,edu|employ|gender|ac1|age|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust2|sys_trust5|sys_trust7|sys_trust11|sys_trust8|sys_trust10|sys_trust3|sys_trust9|sys_trust1|sys_trust6|sys_trust12|sys_trust4,sym_trust_into|symb_trust3|symb_trust4|symb_trust2|symb_trust5|symb_trust1,sa_intro|sa4|sa1|ac2|sa5|sa6|sa2|sa3
2024-01-09 12:29:22,2024-01-09 13:30:35,0,100,3673,1,2024-01-09 13:30:36,R_3wWSi7Ew0eduRr3,anonymous,DE,3,5,1,EN18LN6,3,3,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,2,3","1,2,3","1,4","3,4",7,1,-99,7,7,7,2,7,6,6,5,1,7,7,5,1,1,1,27,1,6,4,-99,1,Fritz Smart Home für Licht/Heizung,2,3,2,5,7,4,6,1,5,6,7,3,4,3,5,1,1,6,1,1,3,5,4,1,5,4,5,1,-99,1,-99,,,,FL_17|Demographie,TestedKnowledge|Self-Efficacy|SymbolTrust|SafetyAttitude|PerceivedKnowledge|SystemTrust,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know5|test_know11|test_know4|test_know8|test_know3|test_know10|test_know9|test_know6|test_know1|test_know7|test_know2,se_intro1|se_test1|se_test2|se_intro2|se9|se1|se10|se12|ac3|se8|se6|se7|se3|se5|se11|se4|se2,edu|employ|gender|ac1|age|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust7|sys_trust4|sys_trust2|sys_trust1|sys_trust3|sys_trust10|sys_trust9|sys_trust12|sys_trust11|sys_trust8|sys_trust5|sys_trust6,sym_trust_into|symb_trust4|symb_trust2|symb_trust5|symb_trust1|symb_trust3,sa_intro|sa6|sa3|sa1|sa4|ac2|sa5|sa2
2024-01-09 13:32:43,2024-01-09 14:32:32,0,100,3588,1,2024-01-09 14:32:32,R_2k69SLacb27p5BX,anonymous,DE,3,2,1,AD29EL2,1,1,"1,3","3,4",4,1,"1,4",3,1,1,3,"1,4",3,7,1,-99,3,3,5,1,2,2,2,3,1,4,6,3,1,1,2,22,1,6,4,-99,2,-99,2,3,2,2,6,2,1,5,4,4,3,4,6,4,6,3,3,3,3,3,2,2,1,3,2,1,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know10|test_know8|test_know2|test_know9|test_know7|test_know6|test_know4|test_know3|test_know1|test_know5|test_know11,se_intro1|se_test1|se_test2|se_intro2|se10|se6|se11|se3|ac3|se1|se7|se5|se9|se4|se12|se2|se8,ac1|gender|age|employ|edu|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust4|sys_trust3|sys_trust1|sys_trust6|sys_trust11|sys_trust10|sys_trust12|sys_trust2|sys_trust9|sys_trust5|sys_trust7|sys_trust8,sym_trust_into|symb_trust4|symb_trust1|symb_trust2|symb_trust3|symb_trust5,sa_intro|sa2|sa5|sa4|sa1|sa3|ac2|sa6
2024-01-11 11:57:43,2024-01-11 13:02:14,0,100,3870,1,2024-01-11 13:02:15,R_13sGCwMUYc0Wvm1,anonymous,DE,3,4,1,ER17NE1,3,2,"1,2,3","3,4",4,"1,3","1,2",1,"1,4","1,3","1,2,3","1,4","3,4",7,1,-99,7,7,7,3,6,7,3,2,3,7,7,7,1,1,2,22,1,6,4,-99,1,"Waage, Rauchmelder",2,3,1,4,2,4,6,3,2,6,4,4,2,4,5,2,4,2,2,2,5,5,5,4,4,3,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know2|test_know8|test_know11|test_know4|test_know1|test_know10|test_know6|test_know9|test_know5|test_know7,se_intro1|se_test1|se_test2|se_intro2|se11|se1|se10|se2|se3|se9|ac3|se6|se7|se12|se8|se4|se5,employ|ac1|edu|age|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust1|sys_trust6|sys_trust10|sys_trust2|sys_trust3|sys_trust9|sys_trust5|sys_trust7|sys_trust4|sys_trust12|sys_trust8|sys_trust11,sym_trust_into|symb_trust2|symb_trust1|symb_trust5|symb_trust3|symb_trust4,sa_intro|sa1|sa5|sa2|sa3|sa6|sa4|ac2
2024-01-11 11:58:15,2024-01-11 13:07:41,0,100,4166,1,2024-01-11 13:07:42,R_7IbgCoyUieWzGUT,anonymous,DE,3,2,1,LA15UM3,2,2,"2,3","3,4",4,"1,3","1,2",1,"1,2","1,3","2,3","1,3,4","3,4",7,3,-99,5,6,6,4,6,5,4,3,4,7,6,4,1,1,1,25,1,6,4,-99,1,"Ofen, Kühlschrank",2,1,2,5,5,5,5,3,6,6,7,6,5,4,6,3,4,3,5,3,4,5,3,3,3,3,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know10|test_know1|test_know8|test_know6|test_know3|test_know7|test_know2|test_know11|test_know5|test_know9,se_intro1|se_test1|se_test2|se_intro2|se9|se11|se1|se10|se6|se7|ac3|se2|se8|se12|se4|se5|se3,gender|age|employ|edu|ac1|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust8|sys_trust5|sys_trust10|sys_trust6|sys_trust7|sys_trust2|sys_trust11|sys_trust3|sys_trust12|sys_trust1|sys_trust9|sys_trust4,sym_trust_into|symb_trust2|symb_trust4|symb_trust1|symb_trust3|symb_trust5,sa_intro|ac2|sa6|sa1|sa4|sa5|sa2|sa3
2024-01-11 13:02:19,2024-01-11 13:52:22,0,100,3002,1,2024-01-11 13:52:23,R_5LwHpCwq5fS5OIY,anonymous,DE,3,4,1,en03rg1,1,1,"1,2,3","3,4",4,"1,3,4","2,3,4",1,"1,4","1,4","2,3",4,"1,2",7,2,-99,3,1,1,4,1,4,1,2,4,4,5,5,1,1,2,22,1,7,4,-99,1,Intelligente Gesundheitsüberwachungsgeräte (Waage),2,3,1,2,5,1,5,5,2,4,5,4,5,2,5,5,1,1,3,5,1,1,2,1,2,1,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know9|test_know7|test_know6|test_know5|test_know4|test_know10|test_know2|test_know1|test_know11|test_know8,se_intro1|se_test1|se_test2|se_intro2|se1|se11|se6|ac3|se8|se4|se12|se2|se10|se7|se5|se3|se9,gender|age|employ|ac1|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust8|sys_trust11|sys_trust1|sys_trust10|sys_trust12|sys_trust5|sys_trust4|sys_trust9|sys_trust2|sys_trust6|sys_trust3|sys_trust7,sym_trust_into|symb_trust3|symb_trust5|symb_trust4|symb_trust2|symb_trust1,sa_intro|sa3|sa2|sa1|sa6|sa5|sa4|ac2
2024-01-09 10:57:53,2024-01-09 12:29:21,0,1,5488,0,2024-01-16 12:29:24,R_4GaypFEMXIH4iPf,anonymous,DE,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-16 12:52:06,2024-01-16 13:56:48,0,100,3881,1,2024-01-16 13:56:48,R_2qFOhC0KJcGFLjj,anonymous,DE,3,5,1,AB20ND1,2,2,"1,2,3","3,4",4,"1,3","1,2,4",1,"1,4",3,"1,3","1,3,4","1,4",7,4,-99,6,4,2,3,1,1,2,4,1,3,5,1,1,1,2,22,1,6,4,-99,2,-99,2,3,2,2,4,2,1,2,1,3,1,4,6,4,6,1,2,3,3,3,4,4,4,3,4,2,5,1,-99,1,-99,,,,Demographie|FL_17,SystemTrust|SafetyAttitude|Self-Efficacy|PerceivedKnowledge|SymbolTrust|TestedKnowledge,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know10|test_know5|test_know1|test_know7|test_know9|test_know8|test_know4|test_know6|test_know11|test_know3|test_know2,se_intro1|se_test1|se_test2|se_intro2|ac3|se8|se10|se2|se3|se6|se5|se11|se1|se12|se9|se7|se4,edu|gender|ac1|age|employ|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust11|sys_trust12|sys_trust4|sys_trust3|sys_trust10|sys_trust1|sys_trust8|sys_trust6|sys_trust2|sys_trust7|sys_trust9|sys_trust5,sym_trust_into|symb_trust4|symb_trust3|symb_trust5|symb_trust1|symb_trust2,sa_intro|sa4|sa6|ac2|sa5|sa1|sa3|sa2
2024-01-09 13:34:47,2024-01-09 14:38:11,0,1,3804,0,2024-01-16 14:38:12,R_8r1pwMqFZVau5Wh,anonymous,DE,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-17 13:42:42,2024-01-17 14:46:08,0,100,3806,1,2024-01-17 14:46:09,R_23l4XbcpCXfdgwE,anonymous,DE,3,4,1,EG05UM5,2,2,"1,2,3","3,4","2,4",1,"1,2,4",2,"2,4","1,3","2,3",1,3,7,4,-99,5,6,6,3,5,3,5,5,2,5,6,4,1,1,2,18,1,6,4,-99,2,-99,2,3,2,5,3,6,4,2,5,6,5,5,3,5,5,4,5,5,5,4,3,4,2,3,4,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know9|test_know6|test_know11|test_know3|test_know2|test_know7|test_know8|test_know4|test_know5|test_know1,se_intro1|se_test1|se_test2|se_intro2|se9|ac3|se8|se12|se10|se5|se2|se4|se3|se6|se11|se7|se1,ac1|age|gender|employ|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust1|sys_trust2|sys_trust4|sys_trust7|sys_trust3|sys_trust6|sys_trust5|sys_trust11|sys_trust10|sys_trust8|sys_trust9|sys_trust12,sym_trust_into|symb_trust1|symb_trust3|symb_trust2|symb_trust4|symb_trust5,sa_intro|sa2|ac2|sa5|sa3|sa6|sa1|sa4
2024-01-17 13:49:50,2024-01-17 14:51:20,0,100,3690,1,2024-01-17 14:51:20,R_6LwBPHLqr8WovC0,anonymous,DE,3,3,1,TE24UM7,2,2,"1,2","3,4",4,"1,3","1,2,4",1,4,"1,3","1,3","1,4",3,7,2,-99,5,7,5,4,6,4,6,5,3,5,7,7,1,1,2,26,1,6,4,-99,1,Philips Hue,1,3,1,7,6,7,7,5,6,6,6,7,6,5,7,3,5,5,5,4,2,2,1,1,3,2,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know9|test_know8|test_know1|test_know2|test_know6|test_know3|test_know5|test_know7|test_know11|test_know10,se_intro1|se_test1|se_test2|se_intro2|se2|se7|se6|se5|se3|se4|se9|ac3|se11|se10|se1|se8|se12,employ|edu|gender|ac1|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust6|sys_trust3|sys_trust11|sys_trust9|sys_trust1|sys_trust2|sys_trust5|sys_trust8|sys_trust4|sys_trust10|sys_trust7|sys_trust12,sym_trust_into|symb_trust3|symb_trust2|symb_trust5|symb_trust4|symb_trust1,sa_intro|sa6|sa4|sa2|sa1|ac2|sa5|sa3
