Status,Progress,Duration (in seconds),Finished,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
0,100,3870,1,anonymous,DE,3,4,1,ER17NE1,3,2,"1,2,3","3,4",4,"1,3","1,2",1,"1,4","1,3","1,2,3","1,4","3,4",7,1,-99,7,7,7,3,6,7,3,2,3,7,7,7,1,1,2,22,1,6,4,-99,1,"Waage, Rauchmelder",2,3,1,4,2,4,6,3,2,6,4,4,2,4,5,2,4,2,2,2,5,5,5,4,4,3,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know2|test_know8|test_know11|test_know4|test_know1|test_know10|test_know6|test_know9|test_know5|test_know7,se_intro1|se_test1|se_test2|se_intro2|se11|se1|se10|se2|se3|se9|ac3|se6|se7|se12|se8|se4|se5,employ|ac1|edu|age|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust1|sys_trust6|sys_trust10|sys_trust2|sys_trust3|sys_trust9|sys_trust5|sys_trust7|sys_trust4|sys_trust12|sys_trust8|sys_trust11,sym_trust_into|symb_trust2|symb_trust1|symb_trust5|symb_trust3|symb_trust4,sa_intro|sa1|sa5|sa2|sa3|sa6|sa4|ac2
0,100,4166,1,anonymous,DE,3,2,1,LA15UM3,2,2,"2,3","3,4",4,"1,3","1,2",1,"1,2","1,3","2,3","1,3,4","3,4",7,3,-99,5,6,6,4,6,5,4,3,4,7,6,4,1,1,1,25,1,6,4,-99,1,"Ofen, Kühlschrank",2,1,2,5,5,5,5,3,6,6,7,6,5,4,6,3,4,3,5,3,4,5,3,3,3,3,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know10|test_know1|test_know8|test_know6|test_know3|test_know7|test_know2|test_know11|test_know5|test_know9,se_intro1|se_test1|se_test2|se_intro2|se9|se11|se1|se10|se6|se7|ac3|se2|se8|se12|se4|se5|se3,gender|age|employ|edu|ac1|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust8|sys_trust5|sys_trust10|sys_trust6|sys_trust7|sys_trust2|sys_trust11|sys_trust3|sys_trust12|sys_trust1|sys_trust9|sys_trust4,sym_trust_into|symb_trust2|symb_trust4|symb_trust1|symb_trust3|symb_trust5,sa_intro|ac2|sa6|sa1|sa4|sa5|sa2|sa3
0,100,3002,1,anonymous,DE,3,4,1,en03rg1,1,1,"1,2,3","3,4",4,"1,3,4","2,3,4",1,"1,4","1,4","2,3",4,"1,2",7,2,-99,3,1,1,4,1,4,1,2,4,4,5,5,1,1,2,22,1,7,4,-99,1,Intelligente Gesundheitsüberwachungsgeräte (Waage),2,3,1,2,5,1,5,5,2,4,5,4,5,2,5,5,1,1,3,5,1,1,2,1,2,1,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know9|test_know7|test_know6|test_know5|test_know4|test_know10|test_know2|test_know1|test_know11|test_know8,se_intro1|se_test1|se_test2|se_intro2|se1|se11|se6|ac3|se8|se4|se12|se2|se10|se7|se5|se3|se9,gender|age|employ|ac1|edu|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust8|sys_trust11|sys_trust1|sys_trust10|sys_trust12|sys_trust5|sys_trust4|sys_trust9|sys_trust2|sys_trust6|sys_trust3|sys_trust7,sym_trust_into|symb_trust3|symb_trust5|symb_trust4|symb_trust2|symb_trust1,sa_intro|sa3|sa2|sa1|sa6|sa5|sa4|ac2
0,1,5488,0,anonymous,DE,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,3881,1,anonymous,DE,3,5,1,AB20ND1,2,2,"1,2,3","3,4",4,"1,3","1,2,4",1,"1,4",3,"1,3","1,3,4","1,4",7,4,-99,6,4,2,3,1,1,2,4,1,3,5,1,1,1,2,22,1,6,4,-99,2,-99,2,3,2,2,4,2,1,2,1,3,1,4,6,4,6,1,2,3,3,3,4,4,4,3,4,2,5,1,-99,1,-99,NA,NA,NA,Demographie|FL_17,SystemTrust|SafetyAttitude|Self-Efficacy|PerceivedKnowledge|SymbolTrust|TestedKnowledge,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know10|test_know5|test_know1|test_know7|test_know9|test_know8|test_know4|test_know6|test_know11|test_know3|test_know2,se_intro1|se_test1|se_test2|se_intro2|ac3|se8|se10|se2|se3|se6|se5|se11|se1|se12|se9|se7|se4,edu|gender|ac1|age|employ|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust11|sys_trust12|sys_trust4|sys_trust3|sys_trust10|sys_trust1|sys_trust8|sys_trust6|sys_trust2|sys_trust7|sys_trust9|sys_trust5,sym_trust_into|symb_trust4|symb_trust3|symb_trust5|symb_trust1|symb_trust2,sa_intro|sa4|sa6|ac2|sa5|sa1|sa3|sa2
0,1,3804,0,anonymous,DE,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,3806,1,anonymous,DE,3,4,1,EG05UM5,2,2,"1,2,3","3,4","2,4",1,"1,2,4",2,"2,4","1,3","2,3",1,3,7,4,-99,5,6,6,3,5,3,5,5,2,5,6,4,1,1,2,18,1,6,4,-99,2,-99,2,3,2,5,3,6,4,2,5,6,5,5,3,5,5,4,5,5,5,4,3,4,2,3,4,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know9|test_know6|test_know11|test_know3|test_know2|test_know7|test_know8|test_know4|test_know5|test_know1,se_intro1|se_test1|se_test2|se_intro2|se9|ac3|se8|se12|se10|se5|se2|se4|se3|se6|se11|se7|se1,ac1|age|gender|employ|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust1|sys_trust2|sys_trust4|sys_trust7|sys_trust3|sys_trust6|sys_trust5|sys_trust11|sys_trust10|sys_trust8|sys_trust9|sys_trust12,sym_trust_into|symb_trust1|symb_trust3|symb_trust2|symb_trust4|symb_trust5,sa_intro|sa2|ac2|sa5|sa3|sa6|sa1|sa4
0,100,3690,1,anonymous,DE,3,3,1,TE24UM7,2,2,"1,2","3,4",4,"1,3","1,2,4",1,4,"1,3","1,3","1,4",3,7,2,-99,5,7,5,4,6,4,6,5,3,5,7,7,1,1,2,26,1,6,4,-99,1,Philips Hue,1,3,1,7,6,7,7,5,6,6,6,7,6,5,7,3,5,5,5,4,2,2,1,1,3,2,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know9|test_know8|test_know1|test_know2|test_know6|test_know3|test_know5|test_know7|test_know11|test_know10,se_intro1|se_test1|se_test2|se_intro2|se2|se7|se6|se5|se3|se4|se9|ac3|se11|se10|se1|se8|se12,employ|edu|gender|ac1|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust6|sys_trust3|sys_trust11|sys_trust9|sys_trust1|sys_trust2|sys_trust5|sys_trust8|sys_trust4|sys_trust10|sys_trust7|sys_trust12,sym_trust_into|symb_trust3|symb_trust2|symb_trust5|symb_trust4|symb_trust1,sa_intro|sa6|sa4|sa2|sa1|ac2|sa5|sa3
0,100,5219,1,anonymous,DE,3,1,1,NN26TZ4,1,1,2,"3,4","1,4",1,"1,2,4",2,"1,4",3,"1,2,3",1,"3,4",7,1,-99,2,4,4,2,6,7,4,6,3,3,6,3,1,1,2,39,1,7,4,-99,2,-99,2,3,2,4,2,1,4,2,2,4,4,4,4,3,4,3,4,4,4,3,3,5,2,2,4,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know1|test_know10|test_know7|test_know2|test_know6|test_know8|test_know4|test_know5|test_know11|test_know9|test_know3,se_intro1|se_test1|se_test2|se_intro2|se12|se4|ac3|se9|se1|se11|se8|se5|se6|se10|se2|se3|se7,employ|ac1|age|gender|edu|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust3|sys_trust8|sys_trust2|sys_trust7|sys_trust11|sys_trust9|sys_trust5|sys_trust12|sys_trust4|sys_trust6|sys_trust1|sys_trust10,sym_trust_into|symb_trust2|symb_trust5|symb_trust3|symb_trust1|symb_trust4,sa_intro|sa5|ac2|sa2|sa6|sa3|sa1|sa4
0,100,2662,1,anonymous,DE,2,2,1,AT05EN2,1,2,"1,2,3","3,4",4,"1,3","1,2,4",2,"1,4",1,"1,3",1,"3,4",7,2,-99,3,7,6,6,4,5,2,3,3,5,6,5,1,1,2,21,1,6,4,-99,2,-99,2,3,2,5,5,5,5,3,4,6,7,5,6,5,6,1,1,1,2,2,1,2,1,1,4,3,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know7|test_know11|test_know4|test_know9|test_know8|test_know2|test_know6|test_know5|test_know3|test_know1|test_know10,se_intro1|se_test1|se_test2|se_intro2|se3|ac3|se10|se11|se8|se4|se9|se5|se6|se2|se1|se7|se12,edu|gender|ac1|age|employ|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust5|sys_trust10|sys_trust7|sys_trust8|sys_trust4|sys_trust12|sys_trust2|sys_trust6|sys_trust9|sys_trust3|sys_trust1|sys_trust11,sym_trust_into|symb_trust3|symb_trust1|symb_trust2|symb_trust5|symb_trust4,sa_intro|sa6|sa2|sa1|sa3|sa4|ac2|sa5
0,100,2921,1,anonymous,DE,3,5,1,ar02um2,3,4,"1,3","1,2,3",4,"1,2",1,3,"1,4",1,3,"1,4",1,7,5,-99,5,5,5,5,5,5,5,5,4,5,7,1,1,1,1,31,1,6,4,-99,2,-99,1,1,1,4,5,4,4,3,6,3,7,5,5,6,6,4,4,5,4,3,3,4,3,4,3,3,5,1,-99,1,-99,NA,NA,NA,FL_17|Demographie,SystemTrust|PerceivedKnowledge|Self-Efficacy|TestedKnowledge|SymbolTrust|SafetyAttitude,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know6|test_know4|test_know2|test_know5|test_know11|test_know9|test_know8|test_know1|test_know7|test_know10,se_intro1|se_test1|se_test2|se_intro2|se7|se9|se8|se3|se4|se2|se5|se6|se1|se11|se10|se12|ac3,edu|employ|gender|ac1|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust5|sys_trust2|sys_trust8|sys_trust3|sys_trust6|sys_trust7|sys_trust10|sys_trust4|sys_trust9|sys_trust11|sys_trust12|sys_trust1,sym_trust_into|symb_trust2|symb_trust3|symb_trust4|symb_trust1|symb_trust5,sa_intro|sa2|sa4|sa6|ac2|sa1|sa5|sa3
0,100,83598,1,anonymous,DE,3,5,1,ON31EN0,2,1,"2,3","3,4",4,3,2,2,4,3,3,4,2,7,1,-99,3,5,6,2,3,4,3,3,4,7,7,4,1,1,2,23,1,7,4,-99,1,Amazon Echo,2,3,2,4,3,3,3,4,4,4,6,4,5,4,2,3,3,3,3,3,2,3,3,1,3,3,5,1,-99,1,-99,NA,NA,NA,Demographie|FL_17,SafetyAttitude|PerceivedKnowledge|TestedKnowledge|Self-Efficacy|SymbolTrust|SystemTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know4|test_know7|test_know6|test_know8|test_know10|test_know3|test_know1|test_know5|test_know9|test_know2,se_intro1|se_test1|se_test2|se_intro2|se3|se12|se2|se7|se1|se4|se8|se5|ac3|se9|se10|se6|se11,age|ac1|gender|edu|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust3|sys_trust8|sys_trust5|sys_trust1|sys_trust10|sys_trust7|sys_trust2|sys_trust12|sys_trust4|sys_trust9|sys_trust6|sys_trust11,sym_trust_into|symb_trust5|symb_trust2|symb_trust4|symb_trust1|symb_trust3,sa_intro|sa2|sa3|sa1|sa6|sa5|sa4|ac2
0,100,4598,1,anonymous,DE,3,3,1,En28ne2,2,2,"1,2,3","3,4",4,1,1,2,"1,4","1,2,3","1,3","1,2,4","3,4",6,3,-99,4,2,4,3,5,4,5,4,2,4,4,2,1,1,1,22,1,6,2,-99,2,-99,2,3,1,4,4,3,4,3,2,5,4,4,5,4,5,3,3,3,3,3,4,4,2,3,4,3,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know2|test_know5|test_know9|test_know6|test_know10|test_know3|test_know7|test_know11|test_know1|test_know4|test_know8,se_intro1|se_test1|se_test2|se_intro2|se12|se2|se8|se11|se7|se5|ac3|se6|se1|se9|se4|se10|se3,ac1|gender|edu|age|employ|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust5|sys_trust10|sys_trust2|sys_trust12|sys_trust11|sys_trust1|sys_trust8|sys_trust6|sys_trust9|sys_trust4|sys_trust3|sys_trust7,sym_trust_into|symb_trust5|symb_trust3|symb_trust1|symb_trust4|symb_trust2,sa_intro|sa2|sa6|sa3|sa1|sa4|ac2|sa5
0,1,1922,0,anonymous,DE,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,1155,0,anonymous,DE,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,3510,1,anonymous,DE,3,3,1,RI20NA7,2,2,"1,3","3,4",4,"1,4","1,2",2,"1,2","1,3","1,3","1,4","3,4",7,3,-99,4,7,4,2,7,3,3,5,4,7,7,4,1,1,2,26,1,7,4,-99,2,-99,2,3,2,7,7,7,7,6,7,7,7,7,7,5,7,4,5,5,4,4,1,3,1,1,2,4,5,1,-99,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know8|test_know7|test_know11|test_know6|test_know1|test_know10|test_know2|test_know4|test_know3|test_know9|test_know5,se_intro1|se_test1|se_test2|se_intro2|ac3|se11|se3|se9|se4|se5|se1|se10|se6|se7|se8|se12|se2,ac1|edu|gender|age|employ|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust8|sys_trust5|sys_trust9|sys_trust11|sys_trust10|sys_trust2|sys_trust1|sys_trust12|sys_trust4|sys_trust6|sys_trust3,sym_trust_into|symb_trust1|symb_trust3|symb_trust5|symb_trust4|symb_trust2,sa_intro|sa3|sa6|ac2|sa2|sa5|sa4|sa1
0,100,3578,1,anonymous,DE,3,1,1,AU23AS3,2,2,"1,2,3","3,4",4,1,"1,2,4",1,1,"1,3","1,2,3","1,4","3,4",7,6,-99,5,4,4,4,5,4,2,7,1,7,7,7,1,1,1,30,1,7,7,75% angestellt,2,-99,2,3,2,6,6,3,3,5,5,7,7,4,6,6,6,3,5,2,5,3,3,4,1,4,3,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know9|test_know6|test_know5|test_know8|test_know2|test_know10|test_know1|test_know4|test_know11|test_know3|test_know7,se_intro1|se_test1|se_test2|se_intro2|se4|se5|se2|se9|se6|se3|ac3|se8|se7|se10|se1|se12|se11,employ|gender|ac1|edu|age|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust5|sys_trust4|sys_trust7|sys_trust10|sys_trust2|sys_trust12|sys_trust11|sys_trust3|sys_trust9|sys_trust1|sys_trust6|sys_trust8,sym_trust_into|symb_trust5|symb_trust1|symb_trust2|symb_trust4|symb_trust3,sa_intro|sa5|sa2|sa6|sa3|sa4|sa1|ac2
0,100,7515,1,anonymous,DE,3,5,1,IC23IT4,3,3,"1,2,3","3,4","4,5","1,3,4","1,2,4",2,1,"1,3","2,3","1,4","2,3",7,4,-99,6,7,7,6,6,4,3,2,3,4,5,7,1,1,2,30,1,7,4,-99,1,Thermostat,2,3,2,5,6,5,5,3,5,7,7,6,5,5,5,3,4,5,4,4,2,5,4,4,3,3,5,1,-99,1,-99,NA,NA,NA,FL_17|Demographie,TestedKnowledge|PerceivedKnowledge|SystemTrust|SafetyAttitude|Self-Efficacy|SymbolTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know3|test_know4|test_know7|test_know6|test_know1|test_know10|test_know9|test_know5|test_know11|test_know2,se_intro1|se_test1|se_test2|se_intro2|se10|se1|se6|se4|se2|se9|se7|se11|se3|se8|se12|ac3|se5,age|ac1|employ|gender|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust12|sys_trust6|sys_trust1|sys_trust4|sys_trust3|sys_trust5|sys_trust11|sys_trust10|sys_trust8|sys_trust2|sys_trust9,sym_trust_into|symb_trust2|symb_trust5|symb_trust1|symb_trust4|symb_trust3,sa_intro|sa3|sa2|sa4|sa5|sa1|sa6|ac2
0,100,4349,1,anonymous,DE,3,3,1,UL22MM4,2,2,"1,2,3","3,4",4,1,"2,4",1,4,3,"1,2,3","1,4","3,4",7,2,-99,5,3,4,5,6,5,2,3,2,4,5,2,1,1,2,19,1,6,4,-99,2,-99,2,3,1,3,4,3,3,2,3,4,3,5,3,2,4,4,2,5,2,2,3,3,4,2,4,1,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know1|test_know6|test_know8|test_know7|test_know9|test_know4|test_know3|test_know5|test_know2|test_know10,se_intro1|se_test1|se_test2|se_intro2|se10|se6|se12|se2|se9|se11|se1|se7|se3|se4|se8|ac3|se5,gender|ac1|edu|age|employ|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust3|sys_trust1|sys_trust7|sys_trust9|sys_trust10|sys_trust2|sys_trust12|sys_trust6|sys_trust8|sys_trust4|sys_trust5|sys_trust11,sym_trust_into|symb_trust5|symb_trust4|symb_trust3|symb_trust1|symb_trust2,sa_intro|sa4|sa3|sa5|ac2|sa1|sa2|sa6
0,100,2977,1,anonymous,DE,2,3,1,LA29RG0,3,2,"1,2,3","3,4","1,4",1,"1,2,4",1,"1,4",3,"1,3","1,4","3,4",7,7,-99,7,5,6,2,6,4,5,3,2,5,4,4,1,1,2,23,1,6,4,-99,2,-99,2,3,2,4,6,3,2,2,5,2,6,5,5,4,4,1,3,5,3,2,4,5,4,3,4,2,5,1,-99,2,Beim Einscannen von Rauchmelder geholfen,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know1|test_know10|test_know9|test_know7|test_know6|test_know11|test_know5|test_know4|test_know2|test_know3,se_intro1|se_test1|se_test2|se_intro2|se7|ac3|se5|se11|se12|se8|se1|se2|se4|se3|se10|se9|se6,gender|ac1|age|employ|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust9|sys_trust7|sys_trust11|sys_trust3|sys_trust1|sys_trust2|sys_trust6|sys_trust12|sys_trust5|sys_trust10|sys_trust4|sys_trust8,sym_trust_into|symb_trust2|symb_trust3|symb_trust4|symb_trust1|symb_trust5,sa_intro|sa2|sa4|sa5|sa6|sa3|sa1|ac2
0,100,3335,1,anonymous,DE,3,2,1,AT06NE5,3,3,"2,3","3,4",4,1,"1,2",2,"1,4",1,"2,3","1,4","3,4",7,4,-99,1,1,6,1,1,2,6,2,2,6,6,3,1,1,2,18,1,6,4,-99,2,-99,2,3,2,2,3,7,2,2,6,2,6,2,3,2,6,5,4,5,5,5,2,1,1,1,1,1,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know1|test_know10|test_know8|test_know7|test_know3|test_know6|test_know9|test_know5|test_know2|test_know4,se_intro1|se_test1|se_test2|se_intro2|se10|se11|se9|se6|se8|se7|ac3|se12|se3|se4|se1|se5|se2,ac1|age|employ|edu|gender|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust10|sys_trust5|sys_trust3|sys_trust6|sys_trust12|sys_trust4|sys_trust8|sys_trust7|sys_trust1|sys_trust9|sys_trust11|sys_trust2,sym_trust_into|symb_trust1|symb_trust4|symb_trust5|symb_trust2|symb_trust3,sa_intro|sa1|sa2|sa5|sa4|sa3|ac2|sa6
0,100,4234,1,anonymous,DE,2,2,1,HO12NN8,4,3,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,2,3","1,3","1,3,4","3,4",7,4,-99,6,4,3,3,3,7,5,6,2,5,6,6,1,1,1,25,1,7,4,-99,1,"Smart Hubs (Amazon, Google)",2,1,2,4,4,2,5,3,4,4,6,6,3,4,3,4,4,4,4,3,4,4,5,5,4,5,5,1,-99,2,TN hat bei erster Aufgabe bereits alle Geräte hinzugefügt und Einstellungen ausprobiert,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know7|test_know3|test_know10|test_know4|test_know5|test_know1|test_know2|test_know11|test_know9|test_know8,se_intro1|se_test1|se_test2|se_intro2|se10|se9|ac3|se3|se12|se7|se4|se2|se11|se6|se5|se1|se8,age|ac1|gender|employ|edu|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust11|sys_trust12|sys_trust4|sys_trust10|sys_trust5|sys_trust3|sys_trust9|sys_trust1|sys_trust7|sys_trust8|sys_trust6|sys_trust2,sym_trust_into|symb_trust3|symb_trust1|symb_trust5|symb_trust2|symb_trust4,sa_intro|sa1|sa6|ac2|sa2|sa4|sa3|sa5
0,100,4676,1,anonymous,DE,3,5,1,AU12EN1,2,3,"1,3","3,4","4,5","1,3","1,2",1,"1,4","1,3","2,3","1,4",3,7,1,-99,5,5,7,7,4,5,2,4,4,4,7,3,1,1,2,22,1,6,4,-99,2,-99,2,1,2,5,3,5,5,2,1,4,6,5,4,5,5,2,4,4,5,2,3,5,4,1,5,4,5,1,-99,1,-99,NA,NA,NA,FL_17|Demographie,SymbolTrust|TestedKnowledge|PerceivedKnowledge|Self-Efficacy|SafetyAttitude|SystemTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know11|test_know6|test_know9|test_know2|test_know1|test_know5|test_know3|test_know4|test_know7|test_know10,se_intro1|se_test1|se_test2|se_intro2|se1|se5|se4|se7|se2|se6|se12|se3|ac3|se10|se8|se11|se9,employ|edu|age|ac1|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust3|sys_trust9|sys_trust2|sys_trust6|sys_trust4|sys_trust1|sys_trust7|sys_trust8|sys_trust11|sys_trust12|sys_trust5|sys_trust10,sym_trust_into|symb_trust4|symb_trust5|symb_trust2|symb_trust3|symb_trust1,sa_intro|sa2|sa4|sa5|sa1|sa3|sa6|ac2
